"term","fullTerm"
"bci:Device","https://w3id.org/BCI-ontology#Device"
"tmo:TMO_0145","http://www.w3.org/2001/sw/hcls/ns/transmed/TMO_0145"
"dbpedia-owl:MouseGene","http://dbpedia.org/ontology/MouseGene"
"obo:OBI_0002008","http://purl.obolibrary.org/obo/OBI_0002008"
"obo:OBI_0002009","http://purl.obolibrary.org/obo/OBI_0002009"
"dbpedia-owl:mgiid","http://dbpedia.org/ontology/mgiid"
"dbpedia-owl:MouseGeneLocation","http://dbpedia.org/ontology/MouseGeneLocation"
"frbre:AutonomousExpression","http://purl.org/vocab/frbr/extended#AutonomousExpression"
"music:Keyboard_Instrument","http://www.kanzaki.com/ns/music#Keyboard_Instrument"
"ludo-gm:hasHardwareInterface","http://ns.inria.fr/ludo/v1/gamemodel#hasHardwareInterface"
"music:Harpsichord","http://www.kanzaki.com/ns/music#Harpsichord"
"music:Piano","http://www.kanzaki.com/ns/music#Piano"
"music:Celesta","http://www.kanzaki.com/ns/music#Celesta"
"s4ee:Appliance","https://w3id.org/saref4ee#Appliance"
"dbpedia-owl:InformationAppliance","http://dbpedia.org/ontology/InformationAppliance"
"s4ee:ApplianceParameter","https://w3id.org/saref4ee#ApplianceParameter"
"s4ee:hasAppliance","https://w3id.org/saref4ee#hasAppliance"
"s4ee:ApplianceMonitor","https://w3id.org/saref4ee#ApplianceMonitor"
"s4ee:ApplianceControl","https://w3id.org/saref4ee#ApplianceControl"
"s4ee:ApplianceParameterTable","https://w3id.org/saref4ee#ApplianceParameterTable"
"s4ee:ApplianceParameterSettings","https://w3id.org/saref4ee#ApplianceParameterSettings"
"maso:Virus","http://securitytoolbox.appspot.com/MASO#Virus"
"biotop:Virus","http://purl.org/biotop/biotop.owl#Virus"
"stac:Virus","http://securitytoolbox.appspot.com/stac#Virus"
"lgdo:Peak","http://linkedgeodata.org/ontology/Peak"
"trait:Virgin","http://contextus.net/ontology/ontomedia/ext/common/trait#Virgin"
"vir:K21_depict_things_of_type","http://w3id.org/vir#K21_depict_things_of_type"
"dbpedia-owl:rector","http://dbpedia.org/ontology/rector"
"vir:K7i_has_recto","http://w3id.org/vir#K7i_has_recto"
"dbpedia-owl:director","http://dbpedia.org/ontology/director"
"cgov:Director","http://reference.data.gov.uk/def/central-government/Director"
"obo:CHEBI_30682","http://purl.obolibrary.org/obo/CHEBI_30682"
"obo:CHEBI_33376","http://purl.obolibrary.org/obo/CHEBI_33376"
"obo:CHEBI_33375","http://purl.obolibrary.org/obo/CHEBI_33375"
"vir:K1_denotes","http://w3id.org/vir#K1_denotes"
"biotop:denotedBy","http://purl.org/biotop/biotop.owl#denotedBy"
"c4o:isDenotedBy","http://purl.org/spar/c4o/isDenotedBy"
"lmm1:isDenotedBy","http://www.ontologydesignpatterns.org/ont/lmm/LMM_L1.owl#isDenotedBy"
"dul:Personification","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Personification"
"vir:K22_has_personification","http://w3id.org/vir#K22_has_personification"
"vir:K25i_is_abstraction_of","http://w3id.org/vir#K25i_is_abstraction_of"
"vir:K22i_is_present_in","http://w3id.org/vir#K22i_is_present_in"
"vir:K25_express","http://w3id.org/vir#K25_express"
"poder:RelatedData","http://dev.poderopedia.com/vocab/RelatedData"
"dcat:dataset","http://www.w3.org/ns/dcat#dataset"
"ocd:mandatoSenato","http://dati.camera.it/ocd/mandatoSenato"
"dcat:Dataset","http://www.w3.org/ns/dcat#Dataset"
"isbd:P1013","http://iflastandards.info/ns/isbd/elements/P1013"
"ocd:rif_mandatoSenato","http://dati.camera.it/ocd/rif_mandatoSenato"
"isbd:C2012","http://iflastandards.info/ns/isbd/elements/C2012"
"medred:ofInstrument","http://w3id.org/medred/medred#ofInstrument"
"obo:VO_0000001","http://purl.obolibrary.org/obo/VO_0000001"
"obo:OBI_0000719","http://purl.obolibrary.org/obo/OBI_0000719"
"schema:dateRead","http://schema.org/dateRead"
"ludo-gm:hasDifficultyIndicatorValue","http://ns.inria.fr/ludo/v1/gamemodel#hasDifficultyIndicatorValue"
"ludo-gm:DifficultyIndicator","http://ns.inria.fr/ludo/v1/gamemodel#DifficultyIndicator"
"cwmo:difficulty","http://purl.org/cwmo/#difficulty"
"ludo-gm:hasDifficultyIndicator","http://ns.inria.fr/ludo/v1/gamemodel#hasDifficultyIndicator"
"jup:WCFlushingDifficulty","http://w3id.org/charta77/jup/WCFlushingDifficulty"
"lom:educationalDifficulty","http://data.opendiscoveryspace.eu/lom_ontology_ods.owl#educationalDifficulty"
"spfood:hasDifficultyCategory","http://kmi.open.ac.uk/projects/smartproducts/ontologies/food.owl#hasDifficultyCategory"
"spfood:CookingDifficultyCategory","http://kmi.open.ac.uk/projects/smartproducts/ontologies/food.owl#CookingDifficultyCategory"
"vgo:HardMode","http://purl.org/net/VideoGameOntology#HardMode"
"dicom:PositionReferenceIndicator","http://purl.org/healthcarevocab/v1#PositionReferenceIndicator"
"md:triangulationIndicator","http://def.seegrid.csiro.au/isotc211/iso19115/2003/metadata#triangulationIndicator"
"biotop:IndicatorRole","http://purl.org/biotop/biotop.owl#IndicatorRole"
"dicom:SequenceItem.NavigationIndicatorSequence","http://purl.org/healthcarevocab/v1#SequenceItem.NavigationIndicatorSequence"
"prog:TimeSlot","http://purl.org/prog/TimeSlot"
"prog:has_timeslot","http://purl.org/prog/has_timeslot"
"dicom:TimeSlotTime","http://purl.org/healthcarevocab/v1#TimeSlotTime"
"dicom:TimeSlotNumber","http://purl.org/healthcarevocab/v1#TimeSlotNumber"
"dicom:TimeSlotVector","http://purl.org/healthcarevocab/v1#TimeSlotVector"
"dicom:NumberOfTimeSlots","http://purl.org/healthcarevocab/v1#NumberOfTimeSlots"
"dicom:TimeSlotInformationSequence","http://purl.org/healthcarevocab/v1#TimeSlotInformationSequence"
"dicom:SequenceItem.TimeSlotInformationSequence","http://purl.org/healthcarevocab/v1#SequenceItem.TimeSlotInformationSequence"
"biopax:term","http://www.biopax.org/release/biopax-level3.owl#term"
"gold:hasTerm","http://purl.org/linguistics/gold/hasTerm"
"dk:hasTerms","http://www.data-knowledge.org/dk/hasTerms"
"nas:hasTerminal","https://data.nasa.gov/ontologies/atmonto/NAS#hasTerminal"
"premis:hasTermOfGrant","http://www.loc.gov/premis/rdf/v1#hasTermOfGrant"
"premis:hasTermOfRestriction","http://www.loc.gov/premis/rdf/v1#hasTermOfRestriction"
"gov:Timespan","http://gov.genealogy.net/ontology.owl#Timespan"
"ecrm:E92_Spacetime_Volume","http://erlangen-crm.org/current/E92_Spacetime_Volume"
"sor:appreciatedBy","http://purl.org/net/soron/appreciatedBy"
"dogont:SourceSelectionState","http://elite.polito.it/ontologies/dogont.owl#SourceSelectionState"
"dicom:DisplayedAreaSelectionSequence","http://purl.org/healthcarevocab/v1#DisplayedAreaSelectionSequence"
"dicom:SequenceItem.DisplayedAreaSelectionSequence","http://purl.org/healthcarevocab/v1#SequenceItem.DisplayedAreaSelectionSequence"
"osadm:ScottishParliamentElectoralRegion","http://data.ordnancesurvey.co.uk/ontology/admingeo/ScottishParliamentElectoralRegion"
"cwork:LiveCoverage","http://www.bbc.co.uk/ontologies/creativework/LiveCoverage"
"dul:Collection","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Collection"
"lgdo:Hydrant","http://linkedgeodata.org/ontology/Hydrant"
"m3lite:Hydrophone","http://purl.org/iot/vocab/m3-lite#Hydrophone"
"ispra:Hydrometer","http://dati.isprambiente.it/ontology/core#Hydrometer"
"dbpedia-owl:carbohydrate","http://dbpedia.org/ontology/carbohydrate"
"lgdo:ManMadeFireHydrant","http://linkedgeodata.org/ontology/ManMadeFireHydrant"
"ispra:HydrometricLevel","http://dati.isprambiente.it/ontology/core#HydrometricLevel"
"schema:carbohydrateContent","http://schema.org/carbohydrateContent"
"biotop:CarbohydrateMonomer","http://purl.org/biotop/biotop.owl#CarbohydrateMonomer"
"schema:elevation","http://schema.org/elevation"
"samfl:Elevation","http://def.seegrid.csiro.au/ontology/om/sam-lite#Elevation"
"samfl:samplingElevation","http://def.seegrid.csiro.au/ontology/om/sam-lite#samplingElevation"
"dbpedia-owl:elevationQuote","http://dbpedia.org/ontology/elevationQuote"
"samfl:elevation","http://def.seegrid.csiro.au/ontology/om/sam-lite#elevation"
"samfl:verticalDatum","http://def.seegrid.csiro.au/ontology/om/sam-lite#verticalDatum"
"dbpedia-owl:mouthElevation","http://dbpedia.org/ontology/mouthElevation"
"m3lite:SunPositionElevationSensor","http://purl.org/iot/vocab/m3-lite#SunPositionElevationSensor"
"stac:Flooding","http://securitytoolbox.appspot.com/stac#Flooding"
"dogont:FloodSystem","http://elite.polito.it/ontologies/dogont.owl#FloodSystem"
"dogont:FloodSensor","http://elite.polito.it/ontologies/dogont.owl#FloodSensor"
"dbpedia-owl:floodingDate","http://dbpedia.org/ontology/floodingDate"
"ecrm:E93_Presence","http://erlangen-crm.org/current/E93_Presence"
"spt:tsMap","http://spitfire-project.eu/ontology/ns/tsMap"
"spt:TSMap","http://spitfire-project.eu/ontology/ns/TSMap"
"geop:hasMaxLongitude","http://aims.fao.org/aos/geopolitical.owl#hasMaxLongitude"
"geop:hasMaxLatitude","http://aims.fao.org/aos/geopolitical.owl#hasMaxLatitude"
"gndo:NameOfSmallGeographicUnitLyingWithinAnotherGeographicUnit","http://d-nb.info/standards/elementset/gnd#NameOfSmallGeographicUnitLyingWithinAnotherGeographicUnit"
"poder:hasMap","http://dev.poderopedia.com/vocab/hasMap"
"ludo-xapi:hasMax","http://ns.inria.fr/ludo/v1/xapi#hasMax"
"schema:hasMap","http://schema.org/hasMap"
"sp:NamedGraph","http://spinrdf.org/sp#NamedGraph"
"sd:NamedGraph","http://www.w3.org/ns/sparql-service-description#NamedGraph"
"sd:namedGraph","http://www.w3.org/ns/sparql-service-description#namedGraph"
"ppo:appliesToNamedGraph","http://vocab.deri.ie/ppo#appliesToNamedGraph"
"owl:NamedIndividual","http://www.w3.org/2002/07/owl#NamedIndividual"
"chord:root","http://purl.org/ontology/chord/root"
"void:rootResource","http://rdfs.org/ns/void#rootResource"
"lexinfo:root","http://www.lexinfo.net/ontology/2.0/lexinfo#root"
"gold:Root","http://purl.org/linguistics/gold/Root"
"swrc:Root","http://swrc.ontoware.org/ontology#Root"
"npg:isRoot","http://ns.nature.com/terms/isRoot"
"lemon:phraseRoot","http://lemon-model.net/lemon#phraseRoot"
"npg:hasRoot","http://ns.nature.com/terms/hasRoot"
"doap:anon-root","http://usefulinc.com/ns/doap#anon-root"
"dbpedia-owl:Opera","http://dbpedia.org/ontology/Opera"
"ispra:Repair","http://dati.isprambiente.it/ontology/core#Repair"
"gndo:librettist","http://d-nb.info/standards/elementset/gnd#librettist"
"music:Opera","http://www.kanzaki.com/ns/music#Opera"
"music:OperaCompany","http://www.kanzaki.com/ns/music#OperaCompany"
"music:Opera_Event","http://www.kanzaki.com/ns/music#Opera_Event"
"pext:OperaPerformance","http://www.ontotext.com/proton/protonext#OperaPerformance"
"sh:JSConstraint","http://www.w3.org/ns/shacl#JSConstraint"
"sh:Parameterizable","http://www.w3.org/ns/shacl#Parameterizable"
"sh:ResultAnnotation","http://www.w3.org/ns/shacl#ResultAnnotation"
"sh:SPARQLConstraint","http://www.w3.org/ns/shacl#SPARQLConstraint"
"sh:SPARQLConstructExecutable","http://www.w3.org/ns/shacl#SPARQLConstructExecutable"
"sh:SPARQLUpdateExecutable","http://www.w3.org/ns/shacl#SPARQLUpdateExecutable"
"sh:filterShape","http://www.w3.org/ns/shacl#filterShape"
"sh:ignoredProperties","http://www.w3.org/ns/shacl#ignoredProperties"
"ei2a:Compound","http://opendata.aragon.es/def/ei2a#Compound"
"ccp:withMaxCompound","http://cookingbigdata.com/linkeddata/ccpricing#withMaxCompound"
"ccp:withMinCompound","http://cookingbigdata.com/linkeddata/ccpricing#withMinCompound"
"sio:SIO_010674","http://semanticscience.org/resource/SIO_010674"
"m3lite:ChemicalAgentAtmosphericConcentrationVOC","http://purl.org/iot/vocab/m3-lite#ChemicalAgentAtmosphericConcentrationVOC"
"dicom:Tag.0070.0226","http://purl.org/healthcarevocab/v1#Tag.0070.0226"
"dicom:NumberOfStages","http://purl.org/healthcarevocab/v1#NumberOfStages"
"dicom:Tag.0008.2124","http://purl.org/healthcarevocab/v1#Tag.0008.2124"
"uniprot:member","http://purl.uniprot.org/core/member"
"pext:Mountain","http://www.ontotext.com/proton/protonext#Mountain"
"dbpedia-owl:Mountain","http://dbpedia.org/ontology/Mountain"
"dcndl:dateCaptured","http://ndl.go.jp/dcndl/terms/dateCaptured"
"dicom:InterpretationRecordedDate","http://purl.org/healthcarevocab/v1#InterpretationRecordedDate"
"dicom:Tag.4008.0100","http://purl.org/healthcarevocab/v1#Tag.4008.0100"
"dbpedia-owl:campus","http://dbpedia.org/ontology/campus"
"brt:Campus","http://brt.basisregistraties.overheid.nl/def/top10nl#Campus"
"vivo:Campus","http://vivoweb.org/ontology/core#Campus"
"dbpedia-owl:campusType","http://dbpedia.org/ontology/campusType"
"dbpedia-owl:campusSize","http://dbpedia.org/ontology/campusSize"
"nco:extendedAddress","http://www.semanticdesktop.org/ontologies/2007/03/22/nco#extendedAddress"
"cwrc:hasCauseOfDeath","http://sparql.cwrc.ca/ontologies/cwrc#hasCauseOfDeath"
"cwrc:AbusiveName","http://sparql.cwrc.ca/ontologies/cwrc#AbusiveName"
"km4c:Industrial_laundries","http://www.disit.org/km4city/schema#Industrial_laundries"
"daia:Limitation","http://purl.org/ontology/daia/Limitation"
"ma-ont:playsIn","http://www.w3.org/ns/ma-ont#playsIn"
"donto:playsRole","http://reference.data.gov.au/def/ont/dataset#playsRole"
"dogont:PlayState","http://elite.polito.it/ontologies/dogont.owl#PlayState"
"schema:UserPlays","http://schema.org/UserPlays"
"dogont:Lamp","http://elite.polito.it/ontologies/dogont.owl#Lamp"
"lgdo:Lamp","http://linkedgeodata.org/ontology/Lamp"
"m3lite:Lamp","http://purl.org/iot/vocab/m3-lite#Lamp"
"brt:Vlampijp","http://brt.basisregistraties.overheid.nl/def/top10nl#Vlampijp"
"lgdo:LampPost","http://linkedgeodata.org/ontology/LampPost"
"m3lite:FogLamp","http://purl.org/iot/vocab/m3-lite#FogLamp"
"lswpm:doclamp","http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-lifemapper-parameters.owl#doclamp"
"obo:OBI_0400009","http://purl.obolibrary.org/obo/OBI_0400009"
"lgdo:StreetLamp","http://linkedgeodata.org/ontology/StreetLamp"
"m3lite:Watt","http://purl.org/iot/vocab/m3-lite#Watt"
"m3lite:KiloWattHour","http://purl.org/iot/vocab/m3-lite#KiloWattHour"
"m3lite:WattPerSquareMetre","http://purl.org/iot/vocab/m3-lite#WattPerSquareMetre"
"m3lite:Milliwatt","http://purl.org/iot/vocab/m3-lite#Milliwatt"
"ceo:hasUsagePowerConsumption","http://www.ebusiness-unibw.org/ontologies/consumerelectronics/v1#hasUsagePowerConsumption"
"ceo:hasStandbyPowerConsumption","http://www.ebusiness-unibw.org/ontologies/consumerelectronics/v1#hasStandbyPowerConsumption"
"m3lite:Candela","http://purl.org/iot/vocab/m3-lite#Candela"
"ceo:hasSleepModePowerConsumption","http://www.ebusiness-unibw.org/ontologies/consumerelectronics/v1#hasSleepModePowerConsumption"
"dbpedia-owl:Tower","http://dbpedia.org/ontology/Tower"
"pext:Tower","http://www.ontotext.com/proton/protonext#Tower"
"dbpedia-owl:WaterTower","http://dbpedia.org/ontology/WaterTower"
"dbpedia-owl:towerHeight","http://dbpedia.org/ontology/towerHeight"
"nas:hasTower","https://data.nasa.gov/ontologies/atmonto/NAS#hasTower"
"nas:towerID","https://data.nasa.gov/ontologies/atmonto/NAS#towerID"
"nas:RampTower","https://data.nasa.gov/ontologies/atmonto/NAS#RampTower"
"doc:mayRead","http://www.w3.org/2000/10/swap/pim/doc#mayRead"
"doc:mayWrite","http://www.w3.org/2000/10/swap/pim/doc#mayWrite"
"vivo:AdviseeRole","http://vivoweb.org/ontology/core#AdviseeRole"
"topo:miseEnService","http://data.ign.fr/def/topo#miseEnService"
"bci:isEegChannelDataOf","https://w3id.org/BCI-ontology#isEegChannelDataOf"
"dbpedia-owl:Archipelago","http://dbpedia.org/ontology/Archipelago"
"dbpedia-owl:archipelago","http://dbpedia.org/ontology/archipelago"
"cwrc:EthnicityContext","http://sparql.cwrc.ca/ontologies/cwrc#EthnicityContext"
"schema:SportsEvent","http://schema.org/SportsEvent"
"schema:sportsEvent","http://schema.org/sportsEvent"
"dbpedia-owl:SportsEvent","http://dbpedia.org/ontology/SportsEvent"
"dbpedia-owl:numberOfSportsEvents","http://dbpedia.org/ontology/numberOfSportsEvents"
"pext:BaseballTeam","http://www.ontotext.com/proton/protonext#BaseballTeam"
"pext:BaseballLeague","http://www.ontotext.com/proton/protonext#BaseballLeague"
"dbpedia-owl:BaseballLeague","http://dbpedia.org/ontology/BaseballLeague"
"schema:SellAction","http://schema.org/SellAction"
"ocds:procuringEntity","http://purl.org/onto-ocds/ocds#procuringEntity"
"seasto:Service","https://w3id.org/seas/Service"
"vivo:hasMonetaryAmount","http://vivoweb.org/ontology/core#hasMonetaryAmount"
"schema:MonetaryAmount","http://schema.org/MonetaryAmount"
"frapo:hasMonetaryValue","http://purl.org/cerif/frapo/hasMonetaryValue"
"schema:MonetaryAmountDistribution","http://schema.org/MonetaryAmountDistribution"
"dbpedia-owl:committeeInLegislature","http://dbpedia.org/ontology/committeeInLegislature"
"essglobal:hasImpactOnCost","http://purl.org/essglobal/vocab/hasImpactOnCost"
"schema:TradeAction","http://schema.org/TradeAction"
"cwrc:EducationalPrize","http://sparql.cwrc.ca/ontologies/cwrc#EducationalPrize"
"ludo-xapi:hasInteractionType","http://ns.inria.fr/ludo/v1/xapi#hasInteractionType"
"ludo-xapi:hasScaled","http://ns.inria.fr/ludo/v1/xapi#hasScaled"
"ludo-xapi:hasInteractionComponentID","http://ns.inria.fr/ludo/v1/xapi#hasInteractionComponentID"
"ludo-xapi:hasInteractionCorrectResponsesPattern","http://ns.inria.fr/ludo/v1/xapi#hasInteractionCorrectResponsesPattern"
"ludo-xapi:ActivityProvider","http://ns.inria.fr/ludo/v1/xapi#ActivityProvider"
"ludo-xapi:InteractionActivity","http://ns.inria.fr/ludo/v1/xapi#InteractionActivity"
"voaf:hasDisjunctionsWith","http://purl.org/vocommons/voaf#hasDisjunctionsWith"
"voaf:generalizes","http://purl.org/vocommons/voaf#generalizes"
"rel:employerOf","http://purl.org/vocab/relationship/employerOf"
"bio:employer","http://purl.org/vocab/bio/0.1/employer"
"identity:employer","http://www.identity.org/ontologies/identity.owl#employer"
"dbpedia-owl:employer","http://dbpedia.org/ontology/employer"
"agrelon:hasEmployer","http://d-nb.info/standards/elementset/agrelon#hasEmployer"
"gvp:ulan1217_employee_of","http://vocab.getty.edu/ontology#ulan1217_employee_of"
"frapo:sellsTo","http://purl.org/cerif/frapo/sellsTo"
"schema:MobilePhoneStore","http://schema.org/MobilePhoneStore"
"schema:HobbyShop","http://schema.org/HobbyShop"
"schema:LiquorStore","http://schema.org/LiquorStore"
"pext:MusicCompany","http://www.ontotext.com/proton/protonext#MusicCompany"
"pext:CommercialOrganization","http://www.ontotext.com/proton/protonext#CommercialOrganization"
"frbrer:P3029","http://iflastandards.info/ns/fr/frbr/frbrer/P3029"
"mil:Soldier","http://rdf.muninn-project.org/ontologies/military#Soldier"
"saws:isOlderThan","http://purl.org/saws/ontology#isOlderThan"
"ptop:hasOldName","http://www.ontotext.com/proton/protontop#hasOldName"
"mil:DraftedSoldier","http://rdf.muninn-project.org/ontologies/military#DraftedSoldier"
"mil:VolunteerSoldier","http://rdf.muninn-project.org/ontologies/military#VolunteerSoldier"
"mil:RegularForceSoldier","http://rdf.muninn-project.org/ontologies/military#RegularForceSoldier"
"dbpedia-owl:SoapCharacter","http://dbpedia.org/ontology/SoapCharacter"
"arp:ComplessoArchitettonico","http://www.arpenteur.org/ontology/Arpenteur.owl#ComplessoArchitettonico"
"ocds:classification","http://purl.org/onto-ocds/ocds#classification"
"istex:subjectScienceMetrix","https://data.istex.fr/ontology/istex#subjectScienceMetrix"
"dm2e:principal","http://onto.dm2e.eu/schemas/dm2e/principal"
"dbpedia-owl:principal","http://dbpedia.org/ontology/principal"
"acrt:principal","http://privatealpha.com/ontology/certification/1#principal"
"bio:principal","http://purl.org/vocab/bio/0.1/principal"
"lingvo:mainLanguage","http://www.lingvoj.org/ontology#mainLanguage"
